datetime,pv_to_house_frac,pv_to_batt_frac,batt_to_house_frac,grid_to_batt_frac,soc_kWh,pv_to_house_kWh,discharge_to_house_kWh,grid_to_house_kWh,pv_to_batt_kWh,grid_to_batt_kWh,pv_to_grid_kWh,discharge_to_grid_kWh,consumption_kWh,pv_production_kWh,step_cost_eur,degradation_penalty,buy_price,sell_price,hour,temperature_C,date,month,is_selling,could_store,soc_zone
2023-11-17 15:00:00,0.497505635023117,0.2443020045757293,0.481974720954895,0.0059333741664886,0.2454366230437457,0.2332206915861368,0.0,0.1815039153135218,0.1087976990197598,0.0296668708324432,0.1267616093941032,0.0,0.4147246068996587,0.46878,0.0392754007148885,0.0001369812263105,0.21,0.04,15,12.9,2023-11-17,11,True,True,0-25%
2023-11-17 16:00:00,0.5464761853218079,0.2236866056919098,0.5504288077354431,0.0068265497684478,0.2791759985058903,0.0033772228252887,0.0,0.5376626799827435,0.0013132640620172,0.0341327488422393,0.001489513112694,0.0,0.5410399028080323,0.00618,0.1200174595287386,3.3739375462144614e-05,0.21,0.04,16,12.9,2023-11-17,11,True,True,0-25%
2023-11-17 17:00:00,0.9596141576766968,0.4261879324913025,0.5102123022079468,0.0059582293033599,0.3074775876968502,0.0,0.0,0.9879348743412192,0.0,0.0297911465167999,0.0,0.0,0.9879348743412192,0.0,0.2137224643801839,2.830158919095993e-05,0.21,0.04,17,12.3,2023-11-17,11,False,False,0-25%
2023-11-17 18:00:00,0.975737452507019,0.2883073985576629,0.418521374464035,0.0058491230010986,0.3352609219520687,0.0,0.0,1.1638377858286368,0.0,0.0292456150054931,0.0,0.0,1.1638377858286368,0.0,0.2505475141751673,2.7783334255218503e-05,0.21,0.04,18,12.4,2023-11-17,11,False,False,0-25%
2023-11-17 19:00:00,0.9844857454299928,0.1825085878372192,0.4156140089035034,0.0049007833003997,0.3585396426289677,0.0,0.0,1.2629110027665365,0.0,0.0245039165019989,0.0,0.0,1.2629110027665365,0.0,0.2703571330463924,2.327872067689896e-05,0.21,0.04,19,12.7,2023-11-17,11,False,False,0-25%
2023-11-17 20:00:00,0.954121470451355,0.0573943257331848,0.2038435935974121,0.0040668547153472,0.3778572025268673,0.0,0.0,0.9367896920258248,0.0,0.0203342735767364,0.0,0.0,0.9367896920258248,0.0,0.2009960327765378,1.9317559897899628e-05,0.21,0.04,20,12.4,2023-11-17,11,False,False,0-25%
2023-11-17 21:00:00,0.8854454159736633,0.0928305685520172,0.2089786529541015,0.0035655796527862,0.394793705877602,0.0,0.0,0.8443423997574323,0.0,0.0178278982639312,0.0,0.0,0.8443423997574323,0.0,0.1810557625844863,1.693650335073471e-05,0.21,0.04,21,12.2,2023-11-17,11,False,False,0-25%
2023-11-17 22:00:00,0.8003084063529968,0.1627008020877838,0.2542545199394226,0.0034475028514862,0.4111693444221615,0.0,0.0,0.4742203782747208,0.0,0.017237514257431,0.0,0.0,0.4742203782747208,0.0,0.0722443102022263,1.6375638544559478e-05,0.147,0.04,22,12.3,2023-11-17,11,False,False,0-25%
2023-11-17 23:00:00,0.650273323059082,0.7205280661582947,0.3467003107070923,0.0031826496124267,0.4262869300811886,0.0,0.0,0.2835620643307714,0.0,0.0159132480621337,0.0,0.0,0.2835620643307714,0.0,0.044022870921757,1.51175856590271e-05,0.147,0.04,23,12.7,2023-11-17,11,False,False,0-25%
2023-11-18 00:00:00,0.5298339128494263,0.6414463520050049,0.3846282958984375,0.0082519054412841,0.4654834809272885,0.0,0.0,0.2204220666641938,0.0,0.0412595272064209,0.0,0.0,0.2204220666641938,0.0,0.0384671942989803,3.9196550846099856e-05,0.147,0.04,0,13.0,2023-11-18,11,False,False,0-25%
2023-11-18 01:00:00,0.4917532801628113,0.3695557713508606,0.407408058643341,0.0109972357749938,0.5177203508585095,0.0,0.0,0.1739383248722766,0.0,0.0549861788749694,0.0,0.0,0.1739383248722766,0.0,0.0336519020508451,5.223686993122101e-05,0.147,0.04,1,12.8,2023-11-18,11,False,False,0-25%
2023-11-18 02:00:00,0.5312780737876892,0.4005212187767029,0.4070722460746765,0.0121972262859344,0.5756571757166982,0.0,0.0,0.1719986423621371,0.0,0.0609861314296722,0.0,0.0,0.1719986423621371,0.0,0.0342487617473959,5.793682485818863e-05,0.147,0.04,2,13.0,2023-11-18,11,False,False,0-25%
2023-11-18 03:00:00,0.5195560455322266,0.3663547933101654,0.4320407509803772,0.0115838646888732,0.6306805329888463,0.0,0.0,0.1596407583072804,0.0,0.0579193234443664,0.0,0.0,0.1596407583072804,0.0,0.031981332017492,5.502335727214814e-05,0.147,0.04,3,12.9,2023-11-18,11,False,False,0-25%
2023-11-18 04:00:00,0.4945968389511108,0.3088793158531189,0.4739738702774048,0.0080965757369995,0.669139267739594,0.0,0.0,0.2176638280602399,0.0,0.0404828786849975,0.0,0.0,0.2176638280602399,0.0,0.0379475658915499,3.845873475074768e-05,0.147,0.04,4,12.9,2023-11-18,11,False,False,0-25%
2023-11-18 05:00:00,0.4626054465770721,0.3379296362400055,0.4523755311965942,0.0086068511009216,0.7100218104689717,0.0,0.0,0.3570650116907326,0.0,0.0430342555046081,0.0,0.0,0.3570650116907326,0.0,0.058814592277715,4.088254272937775e-05,0.147,0.04,5,12.4,2023-11-18,11,False,False,0-25%
