datetime,step,pv_to_house_frac,pv_to_batt_frac,batt_to_house_frac,grid_to_batt_frac,soc_kWh,pv_to_house_kWh,pv_to_batt_kWh,pv_to_grid_kWh,discharge_to_house_kWh,discharge_to_grid_kWh,grid_to_batt_kWh,grid_to_house_kWh,consumption_kWh,pv_production_kWh,step_cost_eur,degradation_penalty,reward
2023-12-17 21:00:00,8418,-9.958357,-8.639085,-9.03068,4.287673,5.770147227696121e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.3231547826593757,1.3231547826593757,0.0,0.2778625043584689,0.0,-0.28586249281817444
2023-12-17 22:00:00,8419,-9.928149,-8.129627,-7.5640745,9.072266,5.770147227696121e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.9445961264747192,0.9445961264747192,0.0,0.1388556305917837,0.0,-0.14685561905148925
2023-12-17 23:00:00,8420,-9.7891445,-8.393683,-5.0305915,8.7691765,5.770147227696121e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.797813897034889,0.797813897034889,0.0,0.11727864286412869,0.0,-0.12527863132383424
2023-12-18 00:00:00,8421,-9.831849,-9.467961,-1.2639847,8.244715,5.770147227696121e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.6482199557522281,0.6482199557522281,0.0,0.09528833349557753,0.0,-0.10328832195528308
2023-12-18 01:00:00,8422,-9.719585,-9.829597,-3.1806993,-1.5392284,5.770147227696121e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.6201684464870305,0.6201684464870305,0.0,0.09116476163359348,0.0,-0.09916475009329903
2023-12-18 02:00:00,8423,-9.653346,-9.873474,-5.407185,-5.580833,5.770147227696121e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.6262396109908882,0.6262396109908882,0.0,0.09205722281566056,0.0,-0.10005721127536611
2023-12-18 03:00:00,8424,-8.75465,-9.807354,-5.2205653,-7.8584347,5.770147227696121e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.6078662839912103,0.6078662839912103,0.0,0.08935634374670791,0.0,-0.09735633220641346
2023-12-18 04:00:00,8425,-3.95815,-9.786443,-1.233469,-9.186796,5.770147227696121e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.6579952682356385,0.6579952682356385,0.0,0.09672530443063886,0.0,-0.1047252928903444
2023-12-18 05:00:00,8426,8.381939,-9.507404,7.574871,-9.576897,5.770147227696121e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.7491236067742982,0.7491236067742982,0.0,0.11012117019582184,0.0,-0.11812115865552739
2023-12-18 06:00:00,8427,9.990124,-8.528521,9.929518,-5.576088,5.770147227696121e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.1681634751399683,1.1681634751399683,0.0,0.24531432977939333,0.0,-0.2533143182390989
2023-12-18 07:00:00,8428,9.998444,-8.347385,9.977846,-4.789113,5.770147227696121e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.3195467491271446,1.3195467491271446,0.0,0.2771048173167004,0.0,-0.28510480577640596
