agent_date,agent_action_pv_to_house,agent_action_pv_to_batt,agent_action_batt_to_house,agent_action_grid_to_batt,agent_soc_kWh,agent_house_consumed_kWh,agent_pv_to_house_kWh,agent_pv_to_batt_kWh,agent_pv_to_grid_kWh,agent_batt_to_house_kWh,agent_batt_to_grid_kWh,agent_grid_to_batt_kWh,agent_grid_to_house_kWh,agent_step_cost_€,random_date,random_action_pv_to_house,random_action_pv_to_batt,random_action_batt_to_house,random_action_grid_to_batt,random_soc_kWh,random_house_consumed_kWh,random_pv_to_house_kWh,random_pv_to_batt_kWh,random_pv_to_grid_kWh,random_batt_to_house_kWh,random_batt_to_grid_kWh,random_grid_to_batt_kWh,random_grid_to_house_kWh,random_step_cost_€,rule_date,rule_action_pv_to_house,rule_action_pv_to_batt,rule_action_batt_to_house,rule_action_grid_to_batt,rule_soc_kWh,rule_house_consumed_kWh,rule_pv_to_house_kWh,rule_pv_to_batt_kWh,rule_pv_to_grid_kWh,rule_batt_to_house_kWh,rule_batt_to_grid_kWh,rule_grid_to_batt_kWh,rule_grid_to_house_kWh,rule_step_cost_€
2023-01-01 10:00:00,0.09965333,0.07537934,0.07619849,0.009930909,0.05610879099845878,0.4733256328371112,0.012436736011505127,0.009407341861724853,0.10295592212677,0.0770013695240081,0.9335353362059354,0.04965454339981079,0.383887527301598,0.0,2023-01-01 10:00:00,0.7836071,0.03303607,0.4974165,0.43503824,2.0703483908015485,1.5439364137465352,0.09779416923522949,0.00412290176153183,0.022882929003238676,1.4461422445113057,1.4611643191745152,2.175191193819046,0.0,0.0,2023-01-01 10:00:00,1.0,0.0,1.0,1.0,4.75,4.6373,0.1248,0.0,0.0,4.5125,0.0,5.0,0.0,0.0
2023-01-01 11:00:00,0.1728858,0.068862766,0.015573293,0.0089324415,0.12029514778438202,0.49140433730202127,0.05749836114943027,0.022902378725409508,0.2521792601251602,0.0,0.0,0.04466220736503601,0.43390597615259097,0.0,2023-01-01 11:00:00,0.85327566,0.6145268,0.06682124,0.7095129,3.564346584176958,0.4914043373020212,0.28378241790533065,0.20437932589173316,0.0,0.13142608415112475,1.8354048871103463,3.547564446926117,0.07619583524556578,0.0,2023-01-01 11:00:00,1.0,0.0,1.0,1.0,4.75,4.84508,0.33258,0.0,0.0,4.5125,0.0,5.0,0.0,0.0
2023-01-01 12:00:00,0.20561135,0.14350808,0.0032562613,0.02853313,0.3672058598829805,0.8915185450244208,0.16797624698638916,0.11724035831451417,0.5317433946990967,0.0,0.0,0.14266565442085266,0.7235422980380317,0.0,2023-01-01 12:00:00,0.64423436,0.22115025,0.56421715,0.6218842,3.125587439535618,2.436825900629958,0.5263137021446228,0.18067090762138366,0.10997539023399355,1.9105121984853353,1.4756170564827746,3.109421133995056,0.0,0.0,2023-01-01 12:00:00,1.0,0.0,1.0,1.0,4.75,5.32946,0.81696,0.0,0.0,4.5125,0.0,5.0,0.0,0.0
2023-01-01 13:00:00,0.17000315,0.13484815,0.00087082386,0.08426812,0.821045577940166,0.6569044083076451,0.07108511544048786,0.056385404450297355,0.2906694801092148,0.0,0.0,0.42134061455726624,0.5858192928671572,0.07164904273152085,2023-01-01 13:00:00,0.82314694,0.35863137,0.4396116,0.66537714,3.3030016311876773,1.64953297249135,0.34419066118955616,0.14995812207698822,0.0,1.3053423113017937,1.6639657562570433,3.32688570022583,0.0,0.16629199439687867,2023-01-01 13:00:00,1.0,0.0,1.0,1.0,4.75,4.93064,0.41814,0.0,0.0,4.5125,0.0,5.0,0.0,0.5
2023-01-01 14:00:00,0.14090362,0.14562732,0.0006555319,0.27286744,2.1513650433174965,0.5165770383222017,0.03483137533664702,0.03599907345771788,0.176369551205635,0.0,0.0,1.3643372058868408,0.48174566298555466,2.5045699765001403,2023-01-01 14:00:00,0.37523162,0.59066343,0.26764947,0.5125644,2.573392398948669,0.9326015670848508,0.09275725736618037,0.14601200065612788,0.008430741977691641,0.8398443097186704,2.298007239909623,2.562822103500366,0.0,0.3845761824195777,2023-01-01 14:00:00,1.0,0.0,1.0,1.0,4.75,4.7597000000000005,0.2471999999999999,0.0,0.0,4.5125,0.0,5.0,0.0,7.5
2023-01-01 15:00:00,0.034672946,0.10869318,0.003830105,0.10684201,0.524816007628143,0.6140879701976563,0.005814653000235557,0.018227846699953077,0.14365750029981134,0.007827956444276361,2.035968834707345,0.5342100560665131,0.6004453607531444,-24.55681657740623,2023-01-01 15:00:00,0.3117983,0.21151058,0.6875915,0.74430466,3.569143929317966,1.733259161536083,0.05228857563436031,0.035470324896275995,0.07994109946936367,1.6809705859017228,0.7637521930995125,3.7215232849121094,0.0,67.62900482006597,2023-01-01 15:00:00,1.0,0.0,1.0,1.0,4.75,4.6802,0.1677,0.0,0.0,4.5125,0.0,5.0,0.0,117.5
2023-01-01 16:00:00,0.012822837,0.12572658,0.015424758,0.020404726,0.6217384573957325,0.8227907050881658,0.0,0.0,0.0,0.0,0.0,0.10202363133430481,0.8227907050881658,33.79271585287707,2023-01-01 16:00:00,0.22180101,0.3466791,0.4468276,0.11279101,0.5357572939246893,1.5150523828637827,0.0,0.0,0.0,1.5150523828637827,1.875634349988285,0.563955046236515,0.0,-47.92876175908967,2023-01-01 16:00:00,0.0,0.0,1.0,1.0,4.75,4.5125,0.0,0.0,0.0,4.5125,0.0,5.0,0.0,182.7
2023-01-01 17:00:00,0.012073755,0.11066714,0.007248789,0.0072906613,0.6563690987369419,1.3445786341440262,0.0,0.0,0.0,0.0,0.0,0.036453306674957275,1.3445786341440262,63.568900235897814,2023-01-01 17:00:00,0.94087005,0.394908,0.17706268,0.039410755,0.722958380356431,1.3445786341440262,0.0,0.0,0.0,0.0,0.0,0.19705377519130707,1.3445786341440262,70.96133980170539,2023-01-01 17:00:00,0.0,0.0,1.0,1.0,4.75,4.5125,0.0,0.0,0.0,4.5125,0.0,5.0,0.0,230.15
2023-01-01 18:00:00,0.014093041,0.17365062,0.008339614,0.01111719,0.7091757518193127,1.754581164797385,0.0,0.0,0.0,0.0,0.0,0.05558595061302185,1.754581164797385,80.42572493768438,2023-01-01 18:00:00,0.28634936,0.95071954,0.33050779,0.7292022,4.186668882146478,1.754581164797385,0.0,0.0,0.0,0.0,0.0,3.6460110545158386,1.754581164797385,239.9483123040865,2023-01-01 18:00:00,0.0,0.0,1.0,1.0,4.75,4.5125,0.0,0.0,0.0,4.5125,0.0,5.0,0.0,222.15
2023-01-01 19:00:00,0.004968405,0.33753294,0.107195735,0.0029643476,0.7232564029237629,1.7634735356418765,0.0,0.0,0.0,0.0,0.0,0.014821738004684448,1.7634735356418765,97.71732528687853,2023-01-01 19:00:00,0.8632934,0.8307208,0.14076328,0.8160786,3.876373365521431,1.7634735356418765,0.0,0.0,0.0,0.5598627929592296,3.417472645079924,4.080393016338348,1.2036107426826468,102.56588471106187,2023-01-01 19:00:00,0.0,0.0,1.0,1.0,4.75,4.5125,0.0,0.0,0.0,4.5125,0.0,5.0,0.0,274.75
2023-01-01 20:00:00,0.00838083,0.3564012,0.411292,0.0035235584,0.739993305220306,1.402829936292757,0.0,0.0,0.0,0.0,0.0,0.017617791891098022,1.402829936292757,67.30081336135106,2023-01-01 20:00:00,0.6983074,0.92405117,0.2034554,0.104641676,0.49704796075820923,1.402829936292757,0.0,0.0,0.0,0.7492356516442562,2.9333190456011033,0.5232083797454834,0.6535942846485008,-83.22374614159331,2023-01-01 20:00:00,0.0,0.0,1.0,1.0,4.75,4.5125,0.0,0.0,0.0,4.5125,0.0,5.0,0.0,236.9
2023-01-01 21:00:00,0.013388336,0.15436321,0.6375841,0.003105998,0.7547467959067227,1.0092523573402772,0.0,0.0,0.0,0.0,0.0,0.015529990196228027,1.0092523573402772,41.237241664868975,2023-01-01 21:00:00,0.6925726,0.83427805,0.6050682,0.4797859,2.7760309353470802,1.0092523573402772,0.0,0.0,0.0,0.0,0.0,2.3989294469356537,1.0092523573402772,137.14523580406347,2023-01-01 21:00:00,0.0,0.0,1.0,1.0,4.75,4.5125,0.0,0.0,0.0,4.5125,0.0,5.0,0.0,201.20000000000002
2023-01-01 22:00:00,0.0041715205,0.14766946,0.9216174,0.001993239,0.7642146808049084,0.6369590618477872,0.0,0.0,0.0,0.0,0.0,0.00996619462966919,0.6369590618477872,29.732684787703896,2023-01-01 22:00:00,0.33981836,0.6838998,0.11762179,0.29458717,1.399289034307003,0.6369590618477872,0.0,0.0,0.0,0.31019563312993603,2.32703375544979,1.472935825586319,0.32676342871785113,-24.236293672652693,2023-01-01 22:00:00,0.0,0.0,1.0,1.0,4.75,4.5125,0.0,0.0,0.0,4.5125,0.0,5.0,0.0,229.8
2023-01-01 23:00:00,0.0119583905,0.1327357,0.7320926,0.002017647,0.7737985041877629,0.4452106681436047,0.0,0.0,0.0,0.0,0.0,0.010088235139846802,0.4452106681436047,15.935461614920802,2023-01-01 23:00:00,0.86169213,0.4791888,0.59325063,0.56900996,2.702797308564186,0.7886226491359165,0.0,0.0,0.0,0.7886226491359165,0.5407019334557364,2.845049798488617,0.0,80.65217527615081,2023-01-01 23:00:00,0.0,0.0,1.0,1.0,4.75,4.5125,0.0,0.0,0.0,4.5125,0.0,5.0,0.0,175.0
2023-01-02 00:00:00,0.8229759,0.30074823,0.9237967,0.0020300746,0.7834413585206867,0.2064607161635452,0.0,0.0,0.0,0.0,0.0,0.010150372982025146,0.2064607161635452,13.295588651755107,2023-01-02 00:00:00,0.67559886,0.48375547,0.55254894,0.32403764,1.5391787961125374,1.418756411198065,0.0,0.0,0.0,1.418756411198065,1.1489010319379118,1.6201882064342499,0.0,28.92760677058523,2023-01-02 00:00:00,0.0,0.0,1.0,1.0,4.75,4.5125,0.0,0.0,0.0,4.5125,0.0,5.0,0.0,306.90000000000003
2023-01-02 01:00:00,0.187538,0.12236789,0.9103197,0.005879134,0.8113672447344662,0.1857588710685198,0.0,0.0,0.0,0.0,0.0,0.02939566969871521,0.1857588710685198,11.334341207617939,2023-01-02 01:00:00,0.8598066,0.16766071,0.6278262,0.6119305,2.9066698253154755,0.9180199561819671,0.0,0.0,0.0,0.9180199561819671,0.5441999001249433,3.0596524477005005,0.0,132.51404020628036,2023-01-02 01:00:00,0.0,0.0,1.0,1.0,4.75,4.5125,0.0,0.0,0.0,4.5125,0.0,5.0,0.0,263.4
2023-01-02 02:00:00,0.017032444,0.09806192,0.9508307,0.007936269,0.8490645226976277,0.1846501671477539,0.0,0.0,0.0,0.0,0.0,0.03968134522438049,0.1846501671477539,11.873866949857073,2023-01-02 02:00:00,0.16745475,0.20599407,0.8118703,0.097468846,0.4629770163446665,2.241846894216136,0.0,0.0,0.0,2.241846894216136,0.5194894398335657,0.4873442277312279,0.0,-1.7014460765767367,2023-01-02 02:00:00,0.0,0.0,1.0,1.0,4.75,4.5125,0.0,0.0,0.0,4.5125,0.0,5.0,0.0,264.65
2023-01-02 03:00:00,0.005600184,0.14165857,0.921866,0.009580553,0.8945721474429966,0.1888166043719423,0.0,0.0,0.0,0.0,0.0,0.04790276288986206,0.1888166043719423,10.119752950442138,2023-01-02 03:00:00,0.87685734,0.026962928,0.7522488,0.54642475,3.0584945622831583,0.1888166043719423,0.0,0.0,0.0,0.0,0.0,2.7321237325668335,0.1888166043719423,124.87019940413266,2023-01-02 03:00:00,0.0,0.0,1.0,1.0,4.75,4.5125,0.0,0.0,0.0,4.5125,0.0,5.0,0.0,213.75
2023-01-02 04:00:00,0.022548229,0.18196878,0.98246574,0.0043487847,0.9152288746973873,0.2440467402070139,0.0,0.0,0.0,0.0,0.0,0.02174392342567444,0.2440467402070139,13.310796434725031,2023-01-02 04:00:00,0.68227416,0.6210795,0.5551157,0.016956616,0.0805439269170165,1.6129274317197093,0.0,0.0,0.0,1.6129274317197093,1.292642402449291,0.08478308096528053,0.0,-60.48959481991925,2023-01-02 04:00:00,0.0,0.0,1.0,1.0,4.75,4.5125,0.0,0.0,0.0,4.5125,0.0,5.0,0.0,250.39999999999998
2023-01-02 05:00:00,0.35352546,0.21679223,0.9990554,0.0006366968,0.9182531845709683,0.3947378646091118,0.0,0.0,0.0,0.0,0.0,0.0031834840774536133,0.3947378646091118,27.022838789304657,2023-01-02 05:00:00,0.6447501,0.9216825,0.9476817,0.9935371,4.79984528478235,0.3947378646091118,0.0,0.0,0.0,0.0,0.0,4.967685639858246,0.3947378646091118,364.1621801883782,2023-01-02 05:00:00,0.0,0.0,1.0,1.0,4.75,4.5125,0.0,0.0,0.0,4.5125,0.0,5.0,0.0,339.54999999999995
2023-01-02 06:00:00,0.92914987,0.70024323,0.9999902,4.61936e-06,0.9182751265308262,0.8267767912100701,0.0,0.0,0.0,0.0,0.0,2.3096799850463867e-05,0.8267767912100701,86.88013223208245,2023-01-02 06:00:00,0.41138026,0.13057953,0.015527535,0.58942586,2.7997728437185287,0.8267767912100701,0.0,0.0,0.0,0.07080327841974829,4.489049742123484,2.9471293091773987,0.7559735127903218,-82.58730236996763,2023-01-02 06:00:00,0.0,0.0,1.0,1.0,4.75,4.5125,0.0,0.0,0.0,4.5125,0.0,5.0,0.0,525.4
2023-01-02 07:00:00,0.9874127,0.94557154,0.99999976,5.9604645e-08,0.9182754096528889,1.038390614314118,0.0,0.0,0.0,0.0,0.0,2.980232238769531e-07,1.038390614314118,146.03929791112373,2023-01-02 07:00:00,0.41497618,0.43303046,0.22505702,0.054431893,0.25855149142444134,1.038390614314118,0.0,0.0,0.0,0.5986031083237466,2.0611810932088552,0.27215946465730667,0.4397875059903713,-189.75628699700394,2023-01-02 07:00:00,0.0,0.0,1.0,1.0,4.75,4.5125,0.0,0.0,0.0,4.5125,0.0,5.0,0.0,703.1999999999999
2023-01-02 08:00:00,0.7867632,0.8404039,1.0,2.9802322e-08,1.0920198160837293,0.6897297448281109,0.17121540567398072,0.182888699862957,0.0,0.0,0.0,1.4901161193847656e-07,0.5185143391541301,77.67347032722817,2023-01-02 08:00:00,0.7663644,0.11744961,0.5347704,0.25884956,1.5123683224095403,0.6897297448281109,0.16677621977448465,0.0255593844383955,0.02528439578711986,0.0,0.0,1.294247806072235,0.5229535250536262,268.42915691374344,2023-01-02 08:00:00,1.0,0.0,1.0,1.0,4.75,4.73012,0.21762,0.0,0.0,4.5125,0.0,5.0,0.0,749.0
