datetime,pv_to_house_frac,pv_to_batt_frac,batt_to_house_frac,grid_to_batt_frac,soc_kWh,house_energy_kWh,battery_energy_kWh,grid_energy_kWh,consumption_kWh,pv_production_kWh,step_cost_eur
2023-12-19 15:00:00,0.5617652535438538,0.8009541034698486,0.17980509996414185,0.002710402011871338,0.5562472695252896,0.5773779169388297,0.29622473225593565,0.0,0.5773779169388297,0.35292,0.08246106408067279
2023-12-19 16:00:00,0.09855121374130249,0.2787598967552185,0.7316563725471497,0.003886997699737549,0.5747105085990429,0.5914712797032288,0.019434988498687744,0.0,0.5914712797032288,0.0,0.12829031632240245
2023-12-19 17:00:00,0.129963219165802,0.17688074707984924,0.9443280696868896,0.004475891590118408,0.5959709936521054,1.0411503300563516,0.02237945795059204,0.0,1.0411503300563516,0.0,0.22334125548145817
2023-12-19 18:00:00,0.2052406668663025,0.5498795509338379,0.8281548023223877,0.0042754411697387695,0.6162793392083645,1.2289373889820887,0.021377205848693848,0.0,1.2289373889820887,0.0,0.2625660649144643
2023-12-19 19:00:00,0.28585702180862427,0.4049718379974365,0.7440400123596191,0.0029168426990509033,0.6301343420288563,1.1372244968171104,0.014584213495254517,0.0,1.1372244968171104,0.0,0.2418798291655966
2023-12-19 20:00:00,0.5685709714889526,0.14034444093704224,0.7880984544754028,0.0030086636543273926,0.6444254943869114,0.9224852495353084,0.015043318271636963,0.0,0.9224852495353084,0.0,0.1968809992394585
2023-12-19 21:00:00,0.5527173280715942,0.1715758740901947,0.7234116196632385,0.003072589635848999,0.6590202951571942,0.8339493335544598,0.015362948179244995,0.0,0.8339493335544598,0.0,0.178355579164078
2023-12-19 22:00:00,0.46854904294013977,0.23817822337150574,0.6155096292495728,0.004939556121826172,0.6824831867358685,0.5151024878833571,0.02469778060913086,0.0,0.5151024878833571,0.0,0.07935063946839573
2023-12-19 23:00:00,0.05471715331077576,0.6107154488563538,0.16818764805793762,0.0034265220165252686,0.6987591663143635,0.3396098791656869,0.017132610082626343,0.0,0.3396098791656869,0.0,0.052441145919502045
2023-12-20 00:00:00,0.6115941405296326,0.9090660810470581,0.41603201627731323,0.0034750699996948242,0.7152657488129139,0.2833071436991533,0.01737534999847412,0.0,0.2833071436991533,0.0,0.044200326573551225
2023-12-20 01:00:00,0.8402126431465149,0.9432117938995361,0.10676759481430054,0.0039031803607940674,0.7338058555266858,0.2443408616283064,0.019515901803970337,0.0,0.2443408616283064,0.0,0.03878694422454467
2023-12-20 02:00:00,0.37398919463157654,0.8852100968360901,0.17353367805480957,0.004970341920852661,0.7574149796507359,0.2748116037833996,0.024851709604263306,0.0,0.2748116037833996,0.0,0.044050507067986445
